area_sqft,bedrooms,bathrooms,location_score,age_years,distance_city_km,lot_size_sqft,has_garage,has_pool,renovation_years_ago,house_price_inr
0.5297487417059898,0.9042930767079134,1.0451039436597136,0.962274490203666,-0.03094066983332522,-0.7642103057118336,1.2663300731703517,1,0,-1.187943032629308,40275084.0
-0.17033785837035734,-0.4370563572222426,0.16102810008049953,0.33150208891763244,-0.8469583357671777,-0.2849513445127128,0.3751054702894094,1,0,0.8285870336402463,26812029.0
0.6958709857919028,0.23361835974283537,0.16102810008049953,0.08889731919223488,-1.1733654021407187,0.3663492950655795,0.7787542814597017,0,0,0.20811624401884504,29315677.0
1.6603970764539888,0.9042930767079134,0.16102810008049953,1.0107954441487457,-0.928560102360563,-1.2557579582237521,0.19659411485436262,1,1,-0.5674722430079067,46250249.55
-0.275435604628792,-0.4370563572222426,0.16102810008049953,-0.8815217597093553,-0.6837548025804072,0.7227213431367203,-0.4368547620811951,0,0,1.138822428450947,17724566.0
-0.275435604628792,-0.4370563572222426,-1.6071235870779286,0.8652325823135073,-1.1733654021407187,-0.592168627332662,-0.8451661832815074,0,0,0.20811624401884504,26448337.0
1.7214215742814671,1.5749677936729913,1.9291797872389276,0.7196697204782684,-0.602153035987022,-0.4447043315790865,2.039124381288785,1,0,1.2939401258562975,44768109.0
0.8280907310847723,-1.1077310741873205,-1.6071235870779286,0.13741827313731464,-0.3573477362068662,-0.08833228350794563,-0.6999591852037454,1,0,0.20811624401884504,30291804.0
-0.5347897203955744,-1.1077310741873205,-1.6071235870779286,-0.44483317420363955,1.1114840624740683,-0.6904781578350458,0.4383837492682506,0,0,2.2246463102883993,16161989.0
0.5806024898955551,0.23361835974283537,0.16102810008049953,-1.803419884665866,0.6218734629137568,0.03455462962003404,1.4888031803170145,1,0,1.4490578232616478,12273622.0
-0.5280092206369658,-0.4370563572222426,-0.7230477434987146,-0.05666554264300356,0.5402716963203715,-0.6536120838966518,-0.9084444622603486,0,0,2.2246463102883993,17848557.0
-0.5313994705162701,-0.4370563572222426,0.16102810008049953,0.5255859046979506,-1.1733654021407187,-0.7887876883374296,-0.6406774291077784,1,0,-0.722589940413257,24384794.0
0.24835800172372924,0.9042930767079134,0.16102810008049953,-0.05666554264300356,0.4586699297269862,-0.8256537622758234,-0.3176251627421154,1,0,0.052998546613494714,26452988.0
-1.7874870507985299,-1.7784057911523985,-1.6071235870779286,-0.202228404478242,1.029882295880683,0.12057546880962015,-1.5267398565983417,0,0,1.9144109154776987,6189628.85
-1.7874870507985299,-1.7784057911523985,-1.6071235870779286,-1.4152522531052296,-0.6837548025804072,1.804126178662941,-1.2075175913287663,1,0,0.20811624401884504,6189628.85
-0.6364972167747047,-0.4370563572222426,0.16102810008049953,-1.803419884665866,-1.1733654021407187,1.804126178662941,0.11000278572542202,1,0,0.20811624401884504,7526418.0
-1.1331688240927913,0.23361835974283537,0.16102810008049953,-0.7844798518191962,0.37706816313360103,0.9439177867670838,-1.060978418956713,1,0,2.2246463102883993,9787652.0
0.32802887388738133,0.23361835974283537,0.16102810008049953,0.8652325823135073,0.6218734629137568,0.07142070355842803,1.189063964101451,1,0,1.2939401258562975,32072147.0
-1.0179003281964436,-0.4370563572222426,-0.7230477434987146,0.33150208891763244,-0.27574596961348097,-0.9239632927782072,-0.3023051583577644,1,0,-0.5674722430079067,17185679.0
-1.573901308402356,-1.7784057911523985,-1.6071235870779286,-0.9785636675995142,0.8666787626939124,0.4155040603167712,-1.2907784847219785,0,0,-1.0328253352239576,6189628.85
1.5976774536868585,0.23361835974283537,0.16102810008049953,-1.4637732070503093,-0.19414420302009572,1.57064104371978,1.2470135459031266,0,0,-0.722589940413257,20698496.0
-0.26695997993053117,0.23361835974283537,1.0451039436597136,1.5445259375446205,-1.0101618689539482,-1.5138204757925096,0.7174742639222976,1,0,0.5183516388295457,32225228.0
0.05680888354303376,0.23361835974283537,0.16102810008049953,-0.25074935842332174,-0.19414420302009572,-0.11290966613354148,0.7627681899282049,0,0,-1.187943032629308,25528230.0
-1.5874623079195735,-0.4370563572222426,-0.7230477434987146,-0.008144588697924225,-0.03094066983332522,1.3863106740278104,-0.8917922835817061,1,0,-0.8777076378186073,8981606.0
-0.6178508424385308,-1.1077310741873205,-0.7230477434987146,1.0107954441487457,-0.27574596961348097,-0.6904781578350458,0.8546882162343111,1,0,-0.5674722430079067,24649837.0
0.10427238185329459,0.23361835974283537,0.16102810008049953,-1.803419884665866,-1.254967168734104,1.804126178662941,0.4596985379769129,0,0,0.052998546613494714,9147446.0
-1.2857300686614868,-0.4370563572222426,0.16102810008049953,-0.44483317420363955,2.009103495001306,-0.9976954406549949,-0.8917922835817061,1,0,-1.0328253352239576,8948973.0
0.39583387147346827,0.9042930767079134,0.16102810008049953,-1.4152522531052296,2.1723070281880763,0.6121231213215388,1.3402657465035241,1,0,-1.0328253352239576,12201793.0
-0.678875340266009,-0.4370563572222426,-1.6071235870779286,-0.8330008057642757,-0.43894950280025147,0.9439177867670838,0.4690237580369526,1,0,0.052998546613494714,12725267.0
-0.3398503523355746,-0.4370563572222426,-0.7230477434987146,-0.590396036038878,-0.3573477362068662,0.5261022821319528,-0.6226930761348446,1,0,-0.8777076378186073,16775146.0
-0.6805704652056612,-1.1077310741873205,-1.6071235870779286,-0.34779126631348045,-0.19414420302009572,-1.2434692669109544,-0.6346826447834671,1,0,-0.722589940413257,16015907.0
1.8214339457209452,1.5749677936729913,1.9291797872389276,0.7196697204782684,-0.27574596961348097,-0.7150555404606417,0.4297246163553565,1,1,-0.8777076378186073,46250249.55
-0.033032738258531376,-0.4370563572222426,-0.7230477434987146,0.7196697204782684,-1.0101618689539482,1.2757124522126289,0.1999245505900911,1,0,0.20811624401884504,24532466.0
-1.1840225722823565,-0.4370563572222426,0.16102810008049953,0.185939227082394,0.7850769961005273,0.04684332093283218,-0.5873904573361226,1,0,-1.0328253352239576,14572835.0
0.8891152289122504,0.23361835974283537,0.16102810008049953,0.8167116283684275,0.7850769961005273,-0.1743531226975313,-0.12845641295273746,1,1,2.2246463102883993,36179860.0
-1.3637058158854867,-1.7784057911523985,-1.6071235870779286,-0.7359588978741168,-0.3573477362068662,0.08370939487122617,-0.6826409193779573,0,0,-1.0328253352239576,10049125.0
0.21276037799103362,0.9042930767079134,1.0451039436597136,1.5445259375446205,-0.3573477362068662,-0.9854067493421971,-0.15509989883856534,1,1,1.7592932180723484,35534342.0
-1.7874870507985299,-1.7784057911523985,-1.6071235870779286,0.8167116283684275,-0.43894950280025147,-0.629034701271056,-1.5267398565983417,0,0,1.138822428450947,7998255.0
-1.4806694367214865,-0.4370563572222426,-0.7230477434987146,-1.6578570228306273,0.703475229507142,1.804126178662941,-0.806533128747057,1,0,1.604175520666998,6189628.85
0.19919937847381625,0.23361835974283537,0.16102810008049953,-0.25074935842332174,-0.19414420302009572,0.9930725520182755,-0.2863190668262676,1,0,-0.8777076378186073,22655265.0
0.7958833572313809,-0.4370563572222426,-0.7230477434987146,-1.609336068885548,-0.43894950280025147,1.521486278468588,-0.5680739300688974,0,0,0.5183516388295457,13523245.0
0.17038225449972932,0.9042930767079134,1.9291797872389276,0.9137535362585866,-1.1733654021407187,-0.641323392583854,0.6588585949734762,1,0,0.20811624401884504,32598361.0
-0.14491098427557475,-0.4370563572222426,-0.7230477434987146,1.5930468914897,0.9482805292872977,-1.735016919422873,-0.19506512766730716,1,0,0.052998546613494714,32984334.0
-0.3500211019734876,0.23361835974283537,-0.7230477434987146,-0.8330008057642757,-0.8469583357671777,-0.629034701271056,0.42239765773675386,1,0,0.052998546613494714,14259713.0
-1.6467916808073995,-1.1077310741873205,-0.7230477434987146,0.3800230428627122,-1.1733654021407187,-0.223507887948723,-1.063642767545296,1,0,-0.8777076378186073,10673815.0
-0.8110950855588785,-1.7784057911523985,-1.6071235870779286,0.08889731919223488,0.4586699297269862,0.5752570473831449,-1.4619628815384227,0,0,-0.4123545456025563,16825629.0
-0.5246189707576614,-0.4370563572222426,0.16102810008049953,-0.8815217597093553,-0.19414420302009572,1.656661882909366,0.2991715355147999,0,0,-0.8777076378186073,13112113.0
1.1467742197393807,1.5749677936729913,1.9291797872389276,0.6226278125881097,2.1723070281880763,-1.1205823537829747,2.039124381288785,1,0,2.2246463102883993,40733402.0
0.3602362477407726,0.9042930767079134,0.16102810008049953,1.5930468914897,-1.254967168734104,-1.735016919422873,1.0585108832608945,1,0,0.052998546613494714,45355110.0
-1.7874870507985299,-1.7784057911523985,-1.6071235870779286,-0.3963122202585602,-0.7653565691737925,0.9930725520182755,-1.322750667784972,1,0,-1.187943032629308,6189628.85
0.33989474846494655,0.9042930767079134,-0.7230477434987146,-0.202228404478242,0.4586699297269862,-0.4447043315790865,0.08402538698673984,0,0,-0.25723684819720594,28934424.0
-0.44155784871470494,-0.4370563572222426,0.16102810008049953,1.447484029654461,-0.27574596961348097,-1.735016919422873,-0.6120356817805134,1,1,0.3632339414241954,29171512.0
-0.7636315872486177,-0.4370563572222426,-0.7230477434987146,-0.590396036038878,-0.03094066983332522,0.08370939487122617,-0.49613651817716214,1,0,-1.0328253352239576,14032399.0
